age,years_employed,credit_score,credit_history_years,defaults_on_file,delinquencies_last_2yrs,derogatory_marks,loan_amount,interest_rate,debt_to_income_ratio,loan_to_income_ratio,payment_to_income_ratio,annual_income_log,current_debt_log,savings_assets_log,occupation_status_Self-Employed,occupation_status_Student,product_type_Line of Credit,product_type_Personal Loan,loan_intent_Debt Consolidation,loan_intent_Education,loan_intent_Home Improvement,loan_intent_Medical,loan_intent_Personal,loan_status
42,0.2,641,12.3,0,0,0,18600,12.69,0.056,0.65,0.217,10.261196961231647,7.371489295214277,5.940171252720432,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
26,6.0,582,5.5,1,2,0,43800,16.59,0.093,1.961,0.654,10.013820684220475,7.641084249174914,6.295266001439646,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
36,7.2,651,13.8,0,0,0,63300,18.62,0.189,0.591,0.197,11.58241421348984,9.9167985665958,9.074176947163311,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
26,4.3,611,3.2,0,2,0,24400,13.99,0.065,0.717,0.239,10.434968381227153,7.70796153183549,7.564757012905729,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
37,15.0,641,8.7,0,0,0,19900,20.34,0.523,0.914,0.305,9.987966559114067,9.340578848899913,4.844187086458591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42,16.0,639,18.9,0,0,0,27500,12.34,0.195,0.621,0.207,10.698785101741006,9.06496771896043,8.919453168575453,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
40,17.5,652,1.2,0,0,0,30400,17.92,0.283,0.326,0.109,11.441794595307403,10.180171870778368,4.0943445622221,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,11.6,542,17.4,0,0,0,5900,22.39,0.291,0.233,0.078,10.13772929051637,8.90231952852887,6.401917196727186,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
39,1.2,720,17.5,0,0,0,9600,11.23,0.324,0.162,0.054,10.988102331560384,9.859587910246109,8.809862805379057,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
34,9.2,632,9.2,0,0,1,21500,19.06,0.393,0.851,0.284,10.136779434902152,9.203617826215355,8.113426639943654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
44,1.1,658,16.8,0,0,0,14600,11.88,0.22,0.783,0.261,9.833172378621102,8.320448113956559,7.323830566202317,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
43,18.0,595,9.2,0,1,0,70000,22.97,0.288,0.951,0.317,11.206291603156993,9.961331842220567,7.1308988302963465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
49,29.7,672,14.6,0,0,0,9200,17.27,0.306,0.217,0.072,10.654856470296197,9.471704136110091,7.503840746698951,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
42,18.6,643,10.5,0,0,0,8500,14.6,0.508,0.25,0.083,10.43302697574622,9.755683357767733,7.37650812632622,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
31,8.1,685,5.6,0,0,0,41600,12.87,0.272,1.01,0.337,10.625950787430126,9.32259705432185,5.1647859739235145,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
26,6.0,633,5.3,0,1,0,46700,19.66,0.665,1.079,0.36,10.675653840146117,10.267088456545594,6.520621127558696,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
18,0.0,657,1.9,0,0,0,7100,17.36,0.561,0.387,0.129,9.818201958253768,9.239704980606087,4.736198448394496,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
20,0.7,481,2.0,0,0,0,6100,14.19,0.483,0.388,0.129,9.662052731249666,8.934059722248843,2.6390573296152584,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
31,3.6,679,7.1,0,1,0,32200,10.62,0.142,0.511,0.17,11.05144540666537,9.097171673870545,4.584967478670572,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
18,0.0,662,0.4,0,1,0,10500,17.94,0.458,0.535,0.178,9.885272664115224,9.103756886573398,3.044522437723423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
33,1.4,681,7.9,0,0,0,7100,9.13,0.036,0.337,0.112,9.954798346770556,6.6240652277998935,3.8918202981106265,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
29,8.1,611,2.4,0,0,0,8100,20.85,0.26,0.323,0.108,10.130105062661839,8.784315349902657,4.584967478670572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
36,0.8,618,10.6,0,0,0,4800,20.76,0.232,0.101,0.034,10.771595935483736,9.311994025702683,7.8407064517494,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38,9.2,514,10.0,0,0,0,40000,16.57,0.035,0.965,0.322,10.632677324443003,7.288244401020124,5.932245187448011,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
34,3.7,651,10.1,0,0,0,29200,9.58,0.032,0.764,0.255,10.55087871125787,7.1049654482698426,4.852030263919617,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
44,17.4,709,19.4,0,0,0,44200,16.1,0.372,0.838,0.279,10.87267429376378,9.884457626629322,8.20903626577507,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
27,2.4,627,7.8,0,0,1,16300,12.09,0.353,0.543,0.181,10.310484819622369,9.270305953143616,7.104144092987527,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
22,3.2,565,0.2,0,0,0,23100,16.64,0.177,1.028,0.343,10.020069867615993,8.29054350077274,4.812184355372417,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
27,6.8,636,1.0,0,2,0,45300,13.28,0.387,0.572,0.191,11.279112699468135,10.330681536107859,5.0369526024136295,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
30,10.7,649,0.9,0,0,0,70000,19.32,0.398,0.732,0.244,11.468043155181787,10.546971688076972,8.407601514786142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
41,20.6,644,21.0,0,0,0,22400,19.19,0.412,1.134,0.378,9.89075686005731,9.002947130753205,5.945420608606575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46,13.6,701,0.8,0,0,0,61900,17.1,0.383,1.126,0.375,10.91492481446108,9.95394299602462,4.6913478822291435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
40,19.6,649,5.6,0,0,0,100000,14.4,0.243,0.734,0.245,11.82229808735257,10.407439607358947,7.957177323459475,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
26,1.9,558,4.9,0,2,0,4000,21.48,0.445,0.185,0.062,9.982853107916869,9.172223049863055,6.741700694652055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,1.4,642,8.1,0,2,0,14000,11.55,0.421,0.264,0.088,10.878537638283815,10.01332801821566,6.8966943316227125,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38,5.9,595,17.4,0,1,0,23600,13.28,0.562,0.478,0.159,10.807462758687635,10.231819604714468,8.157943507105037,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0
31,4.1,732,7.3,0,0,0,100000,11.03,0.125,0.694,0.231,11.877936566397862,9.796848442046416,3.8918202981106265,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
60,1.1,704,15.7,0,0,0,1600,17.42,0.224,0.099,0.033,9.692272572087193,8.196436811235028,6.135564891081739,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
18,1.0,617,0.6,0,2,0,25100,19.57,0.21,0.327,0.109,11.248491059238138,9.68868412549692,5.19295685089021,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
28,4.6,687,2.4,0,0,0,5000,18.7,0.352,0.208,0.069,10.088846159487579,9.04381342108087,6.895682697747868,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1
18,1.0,512,0.3,0,0,0,70000,21.16,0.646,1.12,0.373,11.042537761977613,10.605470581758473,4.143134726391533,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0
38,13.5,684,18.3,0,0,0,7800,18.16,0.118,0.193,0.064,10.606783064147889,8.46695197497949,5.3706380281276624,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30,1.3,712,8.4,0,0,0,19600,10.67,0.233,1.307,0.436,9.61587214452889,8.157657015196472,9.565774546478782,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
42,17.1,692,20.8,0,0,0,16600,9.84,0.284,0.544,0.181,10.325285221931852,9.064852065227576,8.169053149927343,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
55,36.3,600,8.2,0,3,0,44900,14.23,0.037,0.69,0.23,11.083603020331497,7.783640596221253,7.7651449029361315,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
18,0.0,571,0.7,0,2,1,93500,16.89,0.7,1.92,0.64,10.79347537598923,10.436172510655013,4.762173934797756,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
32,11.1,643,10.1,0,1,0,8000,14.75,0.37,0.533,0.178,9.61587214452889,8.621192781434722,7.252762418053187,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
34,0.8,705,14.0,0,0,0,4400,10.89,0.068,0.12,0.04,10.51080447649088,7.829630389150193,9.808847148382007,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
35,8.8,697,10.9,1,1,0,41900,9.74,0.064,0.544,0.181,11.252365571645587,8.507546814364431,6.558197802812269,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
65,14.2,784,22.2,0,0,0,24200,7.39,0.532,0.292,0.097,11.324762882551264,10.694509802574999,8.068716192714781,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49,1.0,766,20.9,0,1,0,14400,7.19,0.188,0.726,0.242,9.895707365217167,8.223358899479258,6.677083461247136,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1
26,3.8,680,8.0,0,0,0,1100,17.87,0.17,0.022,0.007,10.820078239419281,9.0455836463617,8.392083380373393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55,0.9,756,6.8,0,0,0,81700,9.07,0.213,1.966,0.655,10.63494156725066,9.087720658428273,7.453561871643373,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
38,13.2,663,1.8,0,0,0,50000,9.96,0.291,0.451,0.15,11.615608399103966,10.381118271444478,6.679599185844383,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
26,2.3,572,2.3,0,1,0,13100,22.79,0.194,0.472,0.157,10.230306199986291,8.592115117933497,3.4657359027997265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
20,1.7,540,0.6,0,0,2,9500,13.85,0.161,0.285,0.095,10.412892167146671,8.584290934948731,3.6888794541139363,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
31,5.3,601,6.5,0,2,0,700,20.04,0.128,0.015,0.005,10.72961284769053,8.674196940225903,5.683579767338681,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
44,17.1,708,22.1,0,0,0,18200,8.18,0.59,0.227,0.076,11.292054329761683,10.763990695266562,8.762176509334903,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
27,0.9,597,8.4,0,0,0,8800,14.25,0.393,0.301,0.1,10.282848218558184,9.3487971151232,6.429719478039138,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
27,5.7,653,5.4,0,0,0,19400,18.29,0.226,0.954,0.318,9.920295504185495,8.432288684325794,4.969813299576001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
47,23.8,762,24.8,0,0,0,48500,14.7,0.294,0.502,0.167,11.479151491363016,10.254918772151807,7.280697195384741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18,0.0,549,0.9,0,2,0,9200,16.29,0.032,0.388,0.129,10.072470544890901,6.635946555686647,4.430816798843313,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
41,10.6,671,13.6,0,2,0,10000,18.86,0.37,0.142,0.047,11.158975376666717,10.165505603232393,5.0369526024136295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
38,12.8,586,17.7,0,1,0,27500,13.22,0.352,0.342,0.114,11.294508227020106,10.251676592824563,5.342334251964811,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34,12.5,487,5.6,0,0,1,31100,14.25,0.281,0.683,0.228,10.72628046129497,9.457903327831136,9.005773206234908,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
18,0.0,570,0.1,0,0,1,24500,21.08,0.502,0.865,0.288,10.25135885791871,9.562334377396374,2.0794415416798357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
49,17.5,702,19.1,0,0,0,22800,16.51,0.442,0.371,0.124,11.025099965433299,10.209058657823649,7.618742377670413,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
40,12.1,659,20.3,0,0,0,51700,18.76,0.195,0.654,0.218,11.277304392144906,9.640368002912599,8.169053149927343,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
34,3.3,753,8.2,0,0,0,28800,14.41,0.142,1.209,0.403,10.07807091323496,8.124446855715847,6.731018100482083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
32,5.6,673,3.3,0,0,0,15800,12.3,0.484,0.546,0.182,10.273532715413031,9.547526639331053,4.804021044733257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
48,3.8,559,13.9,0,1,0,38200,21.31,0.156,0.879,0.293,10.67948119887156,8.820551743253025,8.876544550558378,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
36,6.9,538,3.4,1,2,0,37700,22.37,0.187,1.282,0.427,10.28909003154804,8.61323037961318,6.3818160174060985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
45,15.4,695,23.6,0,0,0,14900,17.77,0.088,0.172,0.057,11.372029880265352,8.94494150776486,9.71269017726113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
34,7.2,663,4.6,0,0,0,30700,10.87,0.066,0.62,0.207,10.809344036488135,8.08825472712243,7.9215356321335495,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30,3.9,649,9.1,0,0,0,33400,20.89,0.548,1.094,0.365,10.326858064513127,9.72531736686465,6.056784013228625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
53,13.2,691,24.8,0,0,0,70000,11.83,0.083,1.138,0.379,11.026743672116998,8.536211197252,10.690534828289124,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
30,11.6,639,1.8,0,2,0,14800,12.18,0.358,0.511,0.17,10.273878007360802,9.24725072599628,6.813444599510896,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0
36,0.4,736,13.8,0,0,0,29500,15.99,0.134,0.466,0.155,11.05480297463485,9.041803370152845,10.125670642755214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
43,1.2,713,15.2,0,1,0,1800,16.23,0.333,0.1,0.033,9.80211905814784,8.70251025718999,7.143617602704121,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
45,26.4,689,1.0,0,1,1,67300,11.6,0.257,1.134,0.378,10.991241097869361,9.631810054226063,3.9318256327243257,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
37,5.9,742,5.5,0,0,0,12400,15.67,0.122,0.374,0.125,10.410094289300497,8.304494897963567,4.23410650459726,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
46,5.7,634,6.4,0,1,0,38300,11.85,0.331,0.468,0.156,11.312729101439343,10.206956848388238,7.037027614686276,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18,1.0,612,0.3,0,0,0,25800,14.99,0.219,1.046,0.349,10.113262136111384,8.594154232552366,1.0986122886681098,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
40,12.3,673,8.8,0,0,0,22300,18.53,0.222,0.798,0.266,10.238530196347746,8.73214326770192,3.7376696182833684,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
40,2.0,711,17.5,0,0,0,12600,10.78,0.626,0.84,0.28,9.61587214452889,9.147294070258548,6.361302477572996,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
35,14.7,641,16.3,0,1,0,16000,12.1,0.296,0.42,0.14,10.54770705947265,9.330697868639916,5.488937726156687,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1
24,1.2,486,5.4,0,0,0,14000,22.59,0.176,0.132,0.044,11.570798068160682,9.832796811913358,8.903135633035538,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
59,3.4,666,19.7,0,0,0,38600,17.71,0.41,1.295,0.432,10.302733360830375,9.412055975876772,7.2682230211595655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
43,13.2,743,4.9,1,3,0,26000,7.67,0.163,0.722,0.241,10.491024186183038,8.676416696964216,5.54907608489522,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0
32,8.3,545,9.1,0,1,1,60900,22.18,0.105,0.871,0.29,11.154835234271214,8.901775088607979,10.045421048424794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
51,26.7,625,27.1,0,0,0,35000,13.81,0.353,0.718,0.239,10.794624565526743,9.753768704286186,9.831830420771897,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
18,0.0,554,1.6,0,0,0,23700,22.06,0.49,0.489,0.163,10.78816377064094,10.075548313621022,7.187657164114956,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
50,10.4,687,21.2,0,0,0,5200,18.56,0.137,0.096,0.032,10.897017064751084,8.90815361332152,6.272877006546167,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
18,1.0,562,1.1,0,4,0,93000,15.52,0.176,1.364,0.455,11.13027315492722,9.393328373313297,5.10594547390058,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
43,19.5,678,4.4,0,0,0,70000,12.23,0.055,1.875,0.625,10.527873977525282,7.632885505395133,5.840641657373398,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
24,1.2,630,6.0,0,1,0,100000,14.5,0.502,1.112,0.371,11.407053707539484,10.718675359005099,5.272999558563747,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
35,14.3,675,12.8,0,0,0,24100,11.7,0.419,0.655,0.218,10.513225949874762,9.643939319328119,7.309212365692763,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
59,33.4,643,6.6,0,1,0,70000,20.58,0.161,0.708,0.236,11.501945404127065,9.678655075789957,8.28121766128665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
53,11.2,654,12.2,0,0,0,46300,17.73,0.463,0.781,0.26,10.989521058997378,10.218517246506146,5.575949103146316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
35,1.8,664,10.0,0,0,0,4400,17.69,0.15,0.101,0.034,10.681802745465951,8.784162222270476,9.112837790614945,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30,1.7,803,0.9,0,0,0,1500,14.99,0.496,0.1,0.033,9.61587214452889,8.915029272359911,3.4965075614664802,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
30,0.7,669,2.0,0,0,0,31500,11.46,0.237,1.106,0.369,10.25674666917369,8.81537000096066,4.07753744390572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
56,33.6,724,15.0,0,0,0,24100,17.26,0.115,0.361,0.12,11.109997136514034,8.949365142352965,8.242229891372231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,13.9,722,6.7,0,0,0,8300,17.36,0.327,0.42,0.14,9.891870333195937,8.772765209949785,6.304448802421981,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
69,6.9,745,5.0,0,0,0,70000,16.17,0.383,0.877,0.292,11.287917677046268,10.328755287940472,6.561030665896573,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
27,8.8,722,5.7,0,0,0,16600,8.34,0.22,0.412,0.137,10.604503691474768,9.091782035852047,8.237479288613633,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
18,0.0,653,1.1,0,0,0,11100,10.05,0.26,0.483,0.161,10.042684117724416,8.697011617992073,2.4849066497880004,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
18,1.0,591,0.6,1,4,0,69400,22.74,0.462,1.302,0.434,10.883860451434154,10.112451040276504,5.796057750765372,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
42,0.2,636,9.9,0,1,0,72200,13.78,0.185,1.823,0.608,10.58671065189838,8.89918494333876,6.154858094016418,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0
18,1.0,607,1.7,0,2,0,44100,19.88,0.199,0.258,0.086,12.049863181193063,10.435644047003947,5.953243334287785,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
37,14.1,567,8.4,0,1,0,42200,22.42,0.164,0.407,0.136,11.54898734811525,9.739438040529622,7.727094484779841,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
18,0.0,630,0.1,0,0,0,36500,13.24,0.192,1.333,0.444,10.217421996131975,8.569595870209286,1.9459101490553132,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
28,6.0,593,9.6,1,2,1,15700,22.69,0.376,0.296,0.099,10.880007533959756,9.900884166666014,8.855805992536562,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
23,0.2,489,2.5,0,0,1,9900,15.96,0.179,0.388,0.129,10.147256921643994,8.429017500512511,4.394449154672439,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
56,14.4,586,27.3,0,0,2,70000,22.45,0.187,0.889,0.296,11.273804959132878,9.599608345181776,11.552780592224936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
34,4.4,633,14.4,0,1,0,3300,14.66,0.332,0.065,0.022,10.840580412039547,9.737964114018055,8.050065422915965,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1
24,2.6,691,1.7,0,0,0,32700,18.4,0.107,1.318,0.439,10.119122988360017,7.88344635413774,5.198497031265826,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
34,4.6,619,0.7,0,1,0,24300,14.91,0.129,1.62,0.54,9.61587214452889,7.5688956634069955,2.4849066497880004,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
45,25.2,578,1.9,0,1,1,39000,21.02,0.524,0.532,0.177,11.202111228461401,10.555890860524219,6.98100574072173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0
19,1.0,523,1.6,1,2,0,24400,16.74,0.545,0.509,0.17,10.777830656602518,10.171489740158565,4.007333185232471,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
24,5.2,519,3.6,0,0,0,38300,15.1,0.126,1.503,0.501,10.145766842158814,8.074649075066652,4.6913478822291435,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
24,1.2,660,5.8,0,0,0,50000,10.01,0.141,0.241,0.08,12.242409396366712,10.283976674574115,8.317766166719343,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
23,3.1,702,4.2,0,0,0,27300,15.53,0.061,0.521,0.174,10.867005322772965,8.068402958569699,8.264105763728956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
51,3.0,604,20.8,0,0,0,18700,14.6,0.117,0.458,0.153,10.617515210675428,8.470101583882387,6.483107351457199,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1
23,1.4,559,4.9,0,1,0,16700,22.66,0.262,0.527,0.176,10.363346144474624,9.023890304598448,7.881559917056899,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
27,8.2,672,5.6,0,2,1,38400,12.82,0.289,1.725,0.575,10.010726303205727,8.769196271411001,3.6888794541139363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
39,0.6,693,1.3,0,0,0,100000,11.77,0.534,0.739,0.246,11.815626683267832,11.188482584649101,8.012018239159062,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
27,2.8,601,0.6,0,1,0,45900,20.11,0.136,0.982,0.327,10.752205832221462,8.756210091886738,3.58351893845611,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
21,2.5,546,0.6,0,1,0,14500,14.74,0.462,0.388,0.129,10.529319025811207,9.75655244441243,6.20455776256869,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
41,10.2,596,13.9,0,0,0,34700,16.27,0.432,1.315,0.438,10.18100564631367,9.340578848899913,4.927253685157205,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
55,6.9,710,1.2,0,0,0,50900,17.29,0.212,1.135,0.378,10.710766667140986,9.161150127785412,2.4849066497880004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1
43,10.1,578,10.4,0,0,0,1500,15.54,0.244,0.054,0.018,10.224447232050629,8.815963560853438,6.154858094016418,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1
43,25.0,657,20.7,0,1,0,19200,12.85,0.194,0.265,0.088,11.189560945645045,9.551729074377214,7.5595594960077,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1
37,7.5,626,8.8,0,0,0,36700,20.64,0.047,0.797,0.266,10.737439609687094,7.679713639966372,5.981414211254481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
21,2.2,705,2.1,0,0,1,10600,7.92,0.242,0.467,0.156,10.029150570531785,8.610683534503575,3.091042453358316,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1
30,5.6,578,11.7,1,1,0,18000,15.94,0.554,0.262,0.087,11.136266448703733,10.54641980443157,6.828712071641684,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0
41,15.3,535,11.2,0,1,0,26400,15.56,0.312,0.613,0.204,10.671046230609884,9.506808731708581,10.436348603162731,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
47,8.3,685,4.6,0,0,0,59100,17.4,0.214,1.096,0.365,10.895089817707918,9.352360631996612,6.035481432524756,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
